customer_id,order_id,order_date,status,total_amount,discount_pct,is_negative_amount,signup_date,country,customer_tier,email,net_amount,rolling_7d_order_count
C00136,O0001135,2023-09-27,pending,1841.57,25.0,false,2023-03-14,Tanzania,silver,karen64@example.org,1381.1775,5
C00136,O0000390,2022-08-05,pending,219.57,25.0,false,2023-03-14,Tanzania,silver,karen64@example.org,164.6775,5
C00137,O0001904,2024-04-19,shipped,273.32,25.0,false,2020-07-01,Senegal,bronze,ismith@example.org,204.99,5
C00137,O0000372,2022-05-07,refunded,768.33,15.0,false,2020-07-01,Senegal,bronze,ismith@example.org,653.0805,5
C00137,O0000447,2022-12-10,completed,680.49,25.0,false,2020-07-01,Senegal,bronze,ismith@example.org,510.3675,5
C00137,O0000484,2024-05-21,shipped,462.04,0.0,false,2020-07-01,Senegal,bronze,ismith@example.org,462.04,5
C00137,O0000173,2022-08-14,cancelled,746.84,0.0,false,2020-07-01,Senegal,bronze,ismith@example.org,746.84,5
C00139,O0001793,2022-01-24,shipped,922.13,15.0,false,2023-10-11,Egypt,platinum,jamessmith@example.org,783.8104999999999,2
C00139,O0001617,2022-03-31,refunded,1563.26,15.0,false,2023-10-11,Egypt,platinum,jamessmith@example.org,1328.771,2
C00140,O0000968,2022-06-14,completed,1814.16,0.0,false,2023-11-12,South Africa,silver,davidcaldwell@example.net,1814.16,2
C00140,O0001786,2023-11-24,completed,2107.21,,false,2023-11-12,South Africa,silver,davidcaldwell@example.net,,2
C00141,O0000161,2022-11-10,cancelled,734.71,25.0,false,2019-08-06,Senegal,bronze,stevenscott@example.com,551.0325,2
C00141,O0000379,2024-06-22,completed,659.42,10.0,false,2019-08-06,Senegal,bronze,stevenscott@example.com,593.478,2
C00142,O0000179,2022-09-30,completed,66.82,0.0,false,2020-03-27,Uganda,gold,catherinestuart@example.net,66.82,5
C00142,O0000711,2024-03-18,cancelled,2095.01,0.0,false,2020-03-27,Uganda,gold,catherinestuart@example.net,2095.01,5
C00142,O0000152,2023-02-07,completed,2096.62,15.0,false,2020-03-27,Uganda,gold,catherinestuart@example.net,1782.127,5
C00142,O0001028,2024-06-24,shipped,636.79,5.0,false,2020-03-27,Uganda,gold,catherinestuart@example.net,604.9504999999999,5
C00142,O0000975,2023-06-06,pending,993.98,0.0,false,2020-03-27,Uganda,gold,catherinestuart@example.net,993.98,5
C00143,O0001498,2022-01-04,cancelled,1848.51,0.0,false,2018-01-18,Rwanda,silver,stricklandfrank@example.com,1848.51,8
C00143,O0001003,2023-03-31,refunded,766.52,0.0,false,2018-01-18,Rwanda,silver,stricklandfrank@example.com,766.52,8
C00143,O0000051,2022-12-30,shipped,1457.09,20.0,false,2018-01-18,Rwanda,silver,stricklandfrank@example.com,1165.672,8
C00143,O0001963,2022-10-10,cancelled,2024.1,25.0,false,2018-01-18,Rwanda,silver,stricklandfrank@example.com,1518.0749999999998,8
C00143,O0001421,2024-05-09,completed,1880.44,0.0,false,2018-01-18,Rwanda,silver,stricklandfrank@example.com,1880.44,8
C00143,O0001533,2022-07-18,pending,532.91,0.0,false,2018-01-18,Rwanda,silver,stricklandfrank@example.com,532.91,8
C00143,O0000895,2023-07-05,pending,349.58,20.0,false,2018-01-18,Rwanda,silver,stricklandfrank@example.com,279.664,8
C00143,O0000826,2022-01-15,completed,61.53,15.0,false,2018-01-18,Rwanda,silver,stricklandfrank@example.com,52.3005,8
C00144,O0001032,2024-04-05,pending,52.8,5.0,false,2018-04-18,Egypt,bronze,lanesarah@example.net,50.16,3
C00144,O0001909,2023-10-13,completed,1344.5,0.0,false,2018-04-18,Egypt,bronze,lanesarah@example.net,1344.5,3
C00144,O0001400,2023-09-10,refunded,525.68,0.0,false,2018-04-18,Egypt,bronze,lanesarah@example.net,525.68,3
C00145,O0001479,2023-12-24,cancelled,2312.81,0.0,false,2019-07-30,Tanzania,gold,tsanders@example.org,2312.81,3
C00145,O0001313,2023-07-04,pending,1377.58,0.0,false,2019-07-30,Tanzania,gold,tsanders@example.org,1377.58,3
C00145,O0000941,2022-02-02,completed,483.01,0.0,false,2019-07-30,Tanzania,gold,tsanders@example.org,483.01,3
C00146,O0001083,2024-03-27,completed,648.35,10.0,false,2023-05-16,Ethiopia,silver,vargasmaria@example.org,583.515,3
C00146,O0000105,2023-08-07,completed,832.03,25.0,false,2023-05-16,Ethiopia,silver,vargasmaria@example.org,624.0225,3
C00146,O0000587,2022-11-22,refunded,1443.09,10.0,false,2023-05-16,Ethiopia,silver,vargasmaria@example.org,1298.781,3
C00147,O0001789,2022-02-17,pending,,20.0,,2023-05-31,South Africa,silver,terrykevin@example.net,,4
C00147,O0000986,2022-02-10,completed,881.61,20.0,false,2023-05-31,South Africa,silver,terrykevin@example.net,705.288,4
C00147,O0000778,2023-12-30,completed,521.53,25.0,false,2023-05-31,South Africa,silver,terrykevin@example.net,391.1475,4
C00147,O0000436,2023-11-24,shipped,219.34,5.0,false,2023-05-31,South Africa,silver,terrykevin@example.net,208.373,4
C00148,O0000149,2024-05-04,cancelled,,20.0,,2019-08-25,Tanzania,platinum,hoganashlee@example.org,,2
C00148,O0000400,2022-02-20,shipped,1991.39,0.0,false,2019-08-25,Tanzania,platinum,hoganashlee@example.org,1991.39,2
C00149,O0000723,2023-05-16,shipped,986.1,15.0,false,2020-07-19,Rwanda,platinum,amanda51@example.net,838.185,7
C00149,O0001104,2022-02-17,cancelled,396.02,0.0,false,2020-07-19,Rwanda,platinum,amanda51@example.net,396.02,7
C00149,O0001486,2024-04-08,shipped,1012.93,20.0,false,2020-07-19,Rwanda,platinum,amanda51@example.net,810.344,7
C00149,O0001162,2024-02-13,shipped,1106.47,5.0,false,2020-07-19,Rwanda,platinum,amanda51@example.net,1051.1465,7
C00149,O0000824,2024-03-14,shipped,636.77,5.0,false,2020-07-19,Rwanda,platinum,amanda51@example.net,604.9314999999999,7
C00149,O0000773,2022-04-11,pending,2355.05,25.0,false,2020-07-19,Rwanda,platinum,amanda51@example.net,1766.2875000000001,7
C00149,O0000389,2022-08-21,refunded,544.92,15.0,false,2020-07-19,Rwanda,platinum,amanda51@example.net,463.18199999999996,7
C00150,O0001404,2022-08-27,shipped,242.75,0.0,false,2020-06-12,Rwanda,gold,alexander67@example.org,242.75,4
C00150,O0000759,2024-01-25,pending,1003.67,10.0,false,2020-06-12,Rwanda,gold,alexander67@example.org,903.303,4
C00150,O0000454,2022-04-17,cancelled,1325.29,0.0,false,2020-06-12,Rwanda,gold,alexander67@example.org,1325.29,4
C00150,O0000044,2022-06-29,refunded,2058.55,25.0,false,2020-06-12,Rwanda,gold,alexander67@example.org,1543.9125000000001,4
C00151,O0000111,2022-11-19,refunded,469.42,0.0,false,2018-05-13,Ghana,platinum,oyu@example.com,469.42,5
C00151,O0001623,2023-06-14,refunded,1886.65,0.0,false,2018-05-13,Ghana,platinum,oyu@example.com,1886.65,5
C00151,O0000056,2022-08-16,cancelled,,25.0,,2018-05-13,Ghana,platinum,oyu@example.com,,5
C00151,O0000544,2023-01-11,pending,,0.0,,2018-05-13,Ghana,platinum,oyu@example.com,,5
C00151,O0001210,2022-06-18,cancelled,359.42,5.0,false,2018-05-13,Ghana,platinum,oyu@example.com,341.449,5
C00152,O0001295,2024-05-06,completed,1302.51,15.0,false,2018-10-22,Ethiopia,bronze,ryangross@example.net,1107.1335,2
C00152,O0000734,2023-05-20,pending,1925.63,0.0,false,2018-10-22,Ethiopia,bronze,ryangross@example.net,1925.63,2
C00153,O0001343,2023-11-22,pending,1135.23,0.0,false,2023-10-11,Tanzania,bronze,christina87@example.com,1135.23,2
C00153,O0001178,2023-06-28,shipped,510.75,0.0,false,2023-10-11,Tanzania,bronze,christina87@example.com,510.75,2
C00154,O0001970,2024-02-12,completed,1476.87,15.0,false,2023-10-02,Ghana,bronze,lpetersen@example.com,1255.3394999999998,3
C00154,O0000289,2024-01-19,shipped,1225.63,20.0,false,2023-10-02,Ghana,bronze,lpetersen@example.com,980.5040000000001,3
C00154,O0001266,2023-11-27,cancelled,184.36,0.0,false,2023-10-02,Ghana,bronze,lpetersen@example.com,184.36,3
C00155,O0001556,2024-04-15,refunded,1649.42,15.0,false,2021-05-12,Ghana,silver,melissa14@example.com,1402.007,3
C00155,O0000656,2022-02-24,cancelled,1792.26,,false,2021-05-12,Ghana,silver,melissa14@example.com,,3
C00155,O0000679,2022-10-17,completed,282.91,10.0,false,2021-05-12,Ghana,silver,melissa14@example.com,254.61900000000003,3
C00156,O0001925,2022-07-13,pending,854.5,15.0,false,2022-06-14,Rwanda,gold,karenhudson@example.net,726.3249999999999,4
C00156,O0001724,2024-03-27,shipped,1918.66,0.0,false,2022-06-14,Rwanda,gold,karenhudson@example.net,1918.66,4
C00156,O0001898,2023-06-02,shipped,-823.6,0.0,true,2022-06-14,Rwanda,gold,karenhudson@example.net,-823.6,4
C00156,O0001633,2023-06-10,pending,2107.92,,false,2022-06-14,Rwanda,gold,karenhudson@example.net,,4
C00157,O0001807,2022-07-21,cancelled,987.8,5.0,false,2019-01-24,Nigeria,bronze,frogers@example.com,938.41,7
C00157,O0001265,2023-05-30,cancelled,473.25,20.0,false,2019-01-24,Nigeria,bronze,frogers@example.com,378.6,7
C00157,O0001811,2022-11-09,completed,1513.0,10.0,false,2019-01-24,Nigeria,bronze,frogers@example.com,1361.7,7
C00157,O0000984,2023-11-02,pending,908.65,20.0,false,2019-01-24,Nigeria,bronze,frogers@example.com,726.9200000000001,7
C00157,O0000230,2024-04-06,cancelled,1781.44,10.0,false,2019-01-24,Nigeria,bronze,frogers@example.com,1603.296,7
C00157,O0001256,2022-06-21,shipped,1688.38,10.0,false,2019-01-24,Nigeria,bronze,frogers@example.com,1519.5420000000001,7
C00157,O0001292,2023-11-04,refunded,2298.47,20.0,false,2019-01-24,Nigeria,bronze,frogers@example.com,1838.7759999999998,7
C00158,O0000699,2022-06-29,refunded,2104.76,0.0,false,2021-05-14,Rwanda,bronze,tonykelly@example.com,2104.76,5
C00158,O0000774,2024-05-17,cancelled,1641.04,15.0,false,2021-05-14,Rwanda,bronze,tonykelly@example.com,1394.884,5
C00158,O0000147,2022-08-29,completed,105.88,0.0,false,2021-05-14,Rwanda,bronze,tonykelly@example.com,105.88,5
C00158,O0000065,2022-07-17,cancelled,1718.69,5.0,false,2021-05-14,Rwanda,bronze,tonykelly@example.com,1632.7555,5
C00158,O0000624,2023-02-13,cancelled,1780.78,,false,2021-05-14,Rwanda,bronze,tonykelly@example.com,,5
C00159,O0000850,2022-06-27,completed,899.82,0.0,false,2021-07-13,Tanzania,silver,joshua94@example.net,899.82,8
C00159,O0000521,2022-04-10,refunded,1499.87,0.0,false,2021-07-13,Tanzania,silver,joshua94@example.net,1499.87,8
C00159,O0000599,2024-02-20,refunded,1462.13,0.0,false,2021-07-13,Tanzania,silver,joshua94@example.net,1462.13,8
C00159,O0001946,2023-04-19,cancelled,1574.85,5.0,false,2021-07-13,Tanzania,silver,joshua94@example.net,1496.1074999999998,8
C00159,O0000473,2022-08-31,shipped,1082.46,,false,2021-07-13,Tanzania,silver,joshua94@example.net,,8
C00159,O0001143,2023-04-13,completed,392.23,10.0,false,2021-07-13,Tanzania,silver,joshua94@example.net,353.007,8
C00159,O0000504,2024-01-03,refunded,700.76,5.0,false,2021-07-13,Tanzania,silver,joshua94@example.net,665.722,8
C00159,O0001219,2024-06-29,pending,1464.07,,false,2021-07-13,Tanzania,silver,joshua94@example.net,,8
C00160,O0000576,2023-02-03,refunded,569.96,0.0,false,2022-09-21,Egypt,gold,blackjames@example.org,569.96,3
C00160,O0000100,2022-12-07,completed,,5.0,,2022-09-21,Egypt,gold,blackjames@example.org,,3
C00160,O0001166,2024-03-31,pending,1044.74,5.0,false,2022-09-21,Egypt,gold,blackjames@example.org,992.5029999999999,3
C00161,O0000431,2024-06-14,pending,264.84,25.0,false,2022-09-04,Ethiopia,silver,wfreeman@example.org,198.63,5
C00161,O0001707,2022-01-02,pending,222.63,20.0,false,2022-09-04,Ethiopia,silver,wfreeman@example.org,178.104,5
C00161,O0000751,2024-06-07,refunded,670.94,15.0,false,2022-09-04,Ethiopia,silver,wfreeman@example.org,570.299,5
C00161,O0000333,2023-10-15,pending,1895.5,0.0,false,2022-09-04,Ethiopia,silver,wfreeman@example.org,1895.5,5
C00161,O0000913,2022-03-10,pending,305.43,15.0,false,2022-09-04,Ethiopia,silver,wfreeman@example.org,259.6155,5
C00162,O0000345,2023-08-02,cancelled,,0.0,,2023-10-03,Ethiopia,bronze,fbrewer@example.com,,8
C00162,O0001029,2022-11-10,shipped,1652.94,0.0,false,2023-10-03,Ethiopia,bronze,fbrewer@example.com,1652.94,8
C00162,O0001607,2022-09-06,cancelled,366.77,10.0,false,2023-10-03,Ethiopia,bronze,fbrewer@example.com,330.093,8
C00162,O0001868,2024-03-07,refunded,1940.4,25.0,false,2023-10-03,Ethiopia,bronze,fbrewer@example.com,1455.3000000000002,8
C00162,O0000756,2022-01-29,completed,515.78,20.0,false,2023-10-03,Ethiopia,bronze,fbrewer@example.com,412.624,8
C00162,O0001534,2022-11-24,pending,2383.22,25.0,false,2023-10-03,Ethiopia,bronze,fbrewer@example.com,1787.415,8
C00162,O0000312,2023-04-03,shipped,2305.3,0.0,false,2023-10-03,Ethiopia,bronze,fbrewer@example.com,2305.3,8
C00162,O0001291,2023-12-15,refunded,1582.39,5.0,false,2023-10-03,Ethiopia,bronze,fbrewer@example.com,1503.2705,8
C00163,O0001753,2022-02-09,refunded,853.92,15.0,false,2019-08-01,Ethiopia,bronze,davisjeffrey@example.net,725.832,6
C00163,O0001462,2024-04-27,cancelled,2190.56,25.0,false,2019-08-01,Ethiopia,bronze,davisjeffrey@example.net,1642.92,6
C00163,O0001673,2023-07-05,refunded,1547.44,0.0,false,2019-08-01,Ethiopia,bronze,davisjeffrey@example.net,1547.44,6
C00163,O0000942,2022-02-14,completed,1722.62,20.0,false,2019-08-01,Ethiopia,bronze,davisjeffrey@example.net,1378.096,6
C00163,O0001428,2022-12-25,cancelled,14.94,0.0,false,2019-08-01,Ethiopia,bronze,davisjeffrey@example.net,14.94,6
C00163,O0001058,2023-12-09,refunded,1300.67,25.0,false,2019-08-01,Ethiopia,bronze,davisjeffrey@example.net,975.5025,6
C00164,O0001140,2022-10-31,cancelled,354.82,0.0,false,2018-09-02,Egypt,bronze,kevinperkins@example.com,354.82,5
C00164,O0001796,2022-01-19,cancelled,1400.14,20.0,false,2018-09-02,Egypt,bronze,kevinperkins@example.com,1120.112,5
C00164,O0000742,2022-01-21,refunded,651.57,0.0,false,2018-09-02,Egypt,bronze,kevinperkins@example.com,651.57,5
C00164,O0001048,2022-08-30,cancelled,1813.46,0.0,false,2018-09-02,Egypt,bronze,kevinperkins@example.com,1813.46,5
C00164,O0000132,2022-01-12,pending,1770.66,20.0,false,2018-09-02,Egypt,bronze,kevinperkins@example.com,1416.5280000000002,5
C00165,O0000236,2023-02-04,completed,-1454.27,0.0,true,2020-12-10,Ghana,gold,ronald85@example.com,-1454.27,3
C00165,O0001285,2023-01-28,shipped,2120.52,5.0,false,2020-12-10,Ghana,gold,ronald85@example.com,2014.494,3
C00165,O0001652,2022-03-30,cancelled,1468.56,20.0,false,2020-12-10,Ghana,gold,ronald85@example.com,1174.848,3
C00166,O0001390,2023-08-24,pending,624.05,25.0,false,2018-09-03,South Africa,bronze,qnelson@example.org,468.03749999999997,8
C00166,O0000384,2023-09-26,shipped,2074.42,0.0,false,2018-09-03,South Africa,bronze,qnelson@example.org,2074.42,8
C00166,O0000411,2022-11-16,cancelled,1656.91,0.0,false,2018-09-03,South Africa,bronze,qnelson@example.org,1656.91,8
C00166,O0001429,2022-05-26,pending,611.94,0.0,false,2018-09-03,South Africa,bronze,qnelson@example.org,611.94,8
C00166,O0000628,2023-06-08,shipped,924.12,0.0,false,2018-09-03,South Africa,bronze,qnelson@example.org,924.12,8
C00166,O0001470,2023-05-24,completed,1306.47,20.0,false,2018-09-03,South Africa,bronze,qnelson@example.org,1045.1760000000002,8
C00166,O0000093,2022-03-14,cancelled,735.88,15.0,false,2018-09-03,South Africa,bronze,qnelson@example.org,625.4979999999999,8
C00166,O0001147,2022-10-20,cancelled,673.14,0.0,false,2018-09-03,South Africa,bronze,qnelson@example.org,673.14,8
C00167,O0001081,2023-08-22,shipped,2329.6,,false,2020-06-17,Egypt,gold,griffithleslie@example.net,,3
C00167,O0001544,2022-11-24,refunded,1019.82,10.0,false,2020-06-17,Egypt,gold,griffithleslie@example.net,917.8380000000001,3
C00167,O0000134,2023-04-23,shipped,734.38,20.0,false,2020-06-17,Egypt,gold,griffithleslie@example.net,587.504,3
C00168,O0000394,2022-01-29,refunded,373.64,,false,2019-07-25,Rwanda,gold,jamesrodgers@example.com,,3
C00168,O0000223,2022-12-01,cancelled,2374.26,5.0,false,2019-07-25,Rwanda,gold,jamesrodgers@example.com,2255.547,3
C00168,O0000961,2024-01-12,pending,1702.45,0.0,false,2019-07-25,Rwanda,gold,jamesrodgers@example.com,1702.45,3
C00169,O0000067,2024-06-28,pending,157.95,0.0,false,2022-06-18,Ghana,bronze,tina34@example.org,157.95,2
C00169,O0000830,2024-05-13,shipped,1020.02,0.0,false,2022-06-18,Ghana,bronze,tina34@example.org,1020.02,2
C00170,O0001087,2022-07-18,shipped,2408.14,0.0,false,2020-10-06,Ghana,silver,harry08@example.org,2408.14,6
C00170,O0000342,2022-07-18,shipped,1918.32,5.0,false,2020-10-06,Ghana,silver,harry08@example.org,1822.4039999999998,6
C00170,O0000441,2022-05-01,shipped,1930.95,25.0,false,2020-10-06,Ghana,silver,harry08@example.org,1448.2125,6
C00170,O0000505,2023-10-21,completed,1734.28,15.0,false,2020-10-06,Ghana,silver,harry08@example.org,1474.138,6
C00170,O0000212,2022-10-15,pending,1738.52,0.0,false,2020-10-06,Ghana,silver,harry08@example.org,1738.52,6
C00170,O0001483,2024-04-01,cancelled,2163.3,10.0,false,2020-10-06,Ghana,silver,harry08@example.org,1946.9700000000003,6
C00171,O0000555,2023-02-22,cancelled,421.16,0.0,false,2018-07-16,Kenya,silver,brandon08@example.com,421.16,10
C00171,O0001211,2022-03-17,completed,2113.23,0.0,false,2018-07-16,Kenya,silver,brandon08@example.com,2113.23,10
C00171,O0001173,2022-11-05,pending,1057.72,10.0,false,2018-07-16,Kenya,silver,brandon08@example.com,951.9480000000001,10
C00171,O0000630,2023-04-30,completed,186.12,5.0,false,2018-07-16,Kenya,silver,brandon08@example.com,176.814,10
C00171,O0000365,2022-02-19,pending,61.52,10.0,false,2018-07-16,Kenya,silver,brandon08@example.com,55.368,10
C00171,O0000805,2023-03-12,completed,325.93,0.0,false,2018-07-16,Kenya,silver,brandon08@example.com,325.93,10
C00171,O0001222,2022-03-05,completed,2307.48,15.0,false,2018-07-16,Kenya,silver,brandon08@example.com,1961.358,10
C00171,O0000669,2022-09-25,pending,1816.89,15.0,false,2018-07-16,Kenya,silver,brandon08@example.com,1544.3565,10
C00171,O0001491,2023-10-19,pending,2251.61,0.0,false,2018-07-16,Kenya,silver,brandon08@example.com,2251.61,10
C00171,O0000405,2024-03-08,completed,425.39,10.0,false,2018-07-16,Kenya,silver,brandon08@example.com,382.851,10
C00172,O0001206,2024-04-18,shipped,2463.63,15.0,false,2018-08-31,South Africa,silver,danamullins@example.org,2094.0855,5
C00172,O0001111,2022-07-29,pending,504.88,25.0,false,2018-08-31,South Africa,silver,danamullins@example.org,378.65999999999997,5
C00172,O0000540,2023-03-13,pending,13.72,10.0,false,2018-08-31,South Africa,silver,danamullins@example.org,12.348,5
C00172,O0001716,2022-04-09,refunded,1207.21,0.0,false,2018-08-31,South Africa,silver,danamullins@example.org,1207.21,5
C00172,O0001671,2022-05-03,completed,1887.7,0.0,false,2018-08-31,South Africa,silver,danamullins@example.org,1887.7,5
C00173,O0001478,2023-03-29,refunded,1239.08,15.0,false,2020-12-17,Kenya,silver,andrewstaylor@example.com,1053.2179999999998,7
C00173,O0001301,2022-05-09,completed,772.98,15.0,false,2020-12-17,Kenya,silver,andrewstaylor@example.com,657.033,7
C00173,O0001374,2023-02-28,shipped,121.53,0.0,false,2020-12-17,Kenya,silver,andrewstaylor@example.com,121.53,7
C00173,O0001567,2022-02-22,pending,711.34,,false,2020-12-17,Kenya,silver,andrewstaylor@example.com,,7
C00173,O0000145,2022-05-21,cancelled,220.47,20.0,false,2020-12-17,Kenya,silver,andrewstaylor@example.com,176.376,7
C00173,O0000239,2023-07-12,shipped,1636.7,0.0,false,2020-12-17,Kenya,silver,andrewstaylor@example.com,1636.7,7
C00173,O0000626,2022-01-20,pending,1776.11,15.0,false,2020-12-17,Kenya,silver,andrewstaylor@example.com,1509.6934999999999,7
C00174,O0001795,2022-01-07,pending,,0.0,,2018-12-23,South Africa,silver,jack04@example.com,,2
C00174,O0001334,2022-10-22,completed,1909.36,5.0,false,2018-12-23,South Africa,silver,jack04@example.com,1813.8919999999998,2
C00175,O0000463,2023-07-20,cancelled,966.96,25.0,false,2023-10-22,Tanzania,platinum,shortrichard@example.org,725.22,3
C00175,O0001453,2023-09-26,shipped,2297.98,5.0,false,2023-10-22,Tanzania,platinum,shortrichard@example.org,2183.081,3
C00175,O0001497,2022-02-21,pending,2050.01,10.0,false,2023-10-22,Tanzania,platinum,shortrichard@example.org,1845.0090000000002,3
C00176,O0000032,2022-05-29,cancelled,923.39,0.0,false,2022-11-16,South Africa,bronze,hernandezlisa@example.com,923.39,3
C00176,O0001448,2024-03-09,shipped,1232.52,0.0,false,2022-11-16,South Africa,bronze,hernandezlisa@example.com,1232.52,3
C00176,O0001794,2023-07-29,pending,1558.29,5.0,false,2022-11-16,South Africa,bronze,hernandezlisa@example.com,1480.3754999999999,3
C00177,O0000553,2023-05-24,refunded,1130.41,20.0,false,2021-10-24,Ghana,platinum,,904.3280000000001,4
C00177,O0000040,2022-01-04,completed,839.23,5.0,false,2021-10-24,Ghana,platinum,,797.2685,4
C00177,O0000933,2023-07-08,pending,749.61,0.0,false,2021-10-24,Ghana,platinum,,749.61,4
C00177,O0001658,2023-04-09,refunded,2384.24,25.0,false,2021-10-24,Ghana,platinum,,1788.1799999999998,4
C00178,O0001338,2022-02-21,cancelled,159.54,20.0,false,2020-01-29,Rwanda,gold,kimberlyjames@example.com,127.632,6
C00178,O0001005,2024-03-02,completed,1272.19,0.0,false,2020-01-29,Rwanda,gold,kimberlyjames@example.com,1272.19,6
C00178,O0001431,2024-06-11,refunded,1623.37,0.0,false,2020-01-29,Rwanda,gold,kimberlyjames@example.com,1623.37,6
C00178,O0001079,2022-09-30,cancelled,61.8,0.0,false,2020-01-29,Rwanda,gold,kimberlyjames@example.com,61.8,6
C00178,O0000498,2023-07-16,pending,2083.93,0.0,false,2020-01-29,Rwanda,gold,kimberlyjames@example.com,2083.93,6
C00178,O0000270,2023-06-24,pending,470.93,0.0,false,2020-01-29,Rwanda,gold,kimberlyjames@example.com,470.93,6
C00179,O0000202,2023-10-16,pending,1783.65,0.0,false,2022-12-14,Ghana,gold,michelle64@example.net,1783.65,5
C00179,O0001406,2023-11-15,cancelled,506.44,0.0,false,2022-12-14,Ghana,gold,michelle64@example.net,506.44,5
C00179,O0001653,2022-11-17,refunded,1770.34,5.0,false,2022-12-14,Ghana,gold,michelle64@example.net,1681.8229999999999,5
C00179,O0000197,2023-09-14,refunded,1633.31,10.0,false,2022-12-14,Ghana,gold,michelle64@example.net,1469.979,5
C00179,O0000190,2023-04-24,shipped,2400.76,15.0,false,2022-12-14,Ghana,gold,michelle64@example.net,2040.6460000000002,5
C00180,O0000874,2023-05-07,cancelled,982.92,0.0,false,2018-10-03,Uganda,silver,lynchjody@example.org,982.92,4
C00180,O0000951,2023-08-22,shipped,510.04,20.0,false,2018-10-03,Uganda,silver,lynchjody@example.org,408.03200000000004,4
C00180,O0000635,2022-10-14,pending,852.84,0.0,false,2018-10-03,Uganda,silver,lynchjody@example.org,852.84,4
C00180,O0001548,2024-03-24,refunded,1497.76,10.0,false,2018-10-03,Uganda,silver,lynchjody@example.org,1347.984,4
C00181,O0001615,2024-06-09,refunded,103.27,0.0,false,2019-08-04,Kenya,gold,josephmiller@example.org,103.27,4
C00181,O0000696,2022-03-24,pending,1511.03,15.0,false,2019-08-04,Kenya,gold,josephmiller@example.org,1284.3754999999999,4
C00181,O0000614,2022-04-16,refunded,2306.22,5.0,false,2019-08-04,Kenya,gold,josephmiller@example.org,2190.9089999999997,4
C00181,O0001204,2022-11-09,shipped,961.13,5.0,false,2019-08-04,Kenya,gold,josephmiller@example.org,913.0735,4
C00182,O0000651,2022-11-19,cancelled,971.33,0.0,false,2021-07-04,Egypt,gold,andreamoore@example.com,971.33,5
C00182,O0001119,2024-03-19,pending,1310.75,15.0,false,2021-07-04,Egypt,gold,andreamoore@example.com,1114.1375,5
C00182,O0000435,2023-09-12,completed,461.94,25.0,false,2021-07-04,Egypt,gold,andreamoore@example.com,346.455,5
C00182,O0000514,2022-09-27,completed,732.02,20.0,false,2021-07-04,Egypt,gold,andreamoore@example.com,585.616,5
C00182,O0001984,2022-10-04,refunded,1205.37,5.0,false,2021-07-04,Egypt,gold,andreamoore@example.com,1145.1014999999998,5
C00183,O0001959,2022-04-15,pending,,0.0,,2019-02-04,South Africa,silver,enorris@example.com,,4
C00183,O0001714,2023-03-03,refunded,194.46,0.0,false,2019-02-04,South Africa,silver,enorris@example.com,194.46,4
C00183,O0001100,2022-07-22,shipped,2246.77,5.0,false,2019-02-04,South Africa,silver,enorris@example.com,2134.4314999999997,4
C00183,O0000766,2023-02-12,shipped,156.85,20.0,false,2019-02-04,South Africa,silver,enorris@example.com,125.48,4
C00184,O0000443,2022-02-26,cancelled,1286.83,15.0,false,2019-10-08,Kenya,silver,halljasmine@example.net,1093.8055,3
C00184,O0001090,2023-10-11,pending,299.35,25.0,false,2019-10-08,Kenya,silver,halljasmine@example.net,224.51250000000002,3
C00184,O0001942,2023-06-12,cancelled,1068.22,25.0,false,2019-10-08,Kenya,silver,halljasmine@example.net,801.165,3
C00185,O0001677,2023-08-15,cancelled,75.66,0.0,false,2023-01-30,Rwanda,bronze,ojones@example.com,75.66,1
C00186,O0001539,2023-08-14,pending,263.67,0.0,false,2021-04-27,Uganda,gold,ronaldstephens@example.net,263.67,5
C00186,O0000268,2024-03-08,pending,931.34,0.0,false,2021-04-27,Uganda,gold,ronaldstephens@example.net,931.34,5
C00186,O0000129,2023-11-20,cancelled,-1200.66,0.0,true,2021-04-27,Uganda,gold,ronaldstephens@example.net,-1200.66,5
C00186,O0000732,2022-12-09,completed,1777.7,0.0,false,2021-04-27,Uganda,gold,ronaldstephens@example.net,1777.7,5
C00186,O0001505,2024-04-28,refunded,671.17,0.0,false,2021-04-27,Uganda,gold,ronaldstephens@example.net,671.17,5
C00187,O0000096,2022-08-20,refunded,2463.48,0.0,false,2022-04-21,Senegal,silver,rebekahserrano@example.org,2463.48,1
C00188,O0000106,2023-10-10,shipped,1130.99,15.0,false,2018-01-28,Senegal,bronze,martinkyle@example.net,961.3415,3
C00188,O0001667,2022-09-11,refunded,-1709.4,5.0,true,2018-01-28,Senegal,bronze,martinkyle@example.net,-1623.93,3
C00188,O0000990,2022-02-10,cancelled,1451.65,0.0,false,2018-01-28,Senegal,bronze,martinkyle@example.net,1451.65,3
C00189,O0001752,2024-06-15,shipped,776.4,15.0,false,2021-12-10,Ghana,platinum,scott74@example.net,659.9399999999999,5
C00189,O0000977,2023-04-15,cancelled,335.07,20.0,false,2021-12-10,Ghana,platinum,scott74@example.net,268.056,5
C00189,O0001347,2024-06-07,completed,274.13,20.0,false,2021-12-10,Ghana,platinum,scott74@example.net,219.304,5
C00189,O0001172,2023-10-26,pending,1015.77,0.0,false,2021-12-10,Ghana,platinum,scott74@example.net,1015.77,5
